,target,data,seq_len
421,1,drawing irresistible languid romanticism byler reveals ways sultry evening beer fueled afternoon sun inspire even retiring heart venture forth,19
422,1,u debut mr schnitzler proves deft pace master stylist,9
423,1,red dragon never cuts corners,5
424,0,'s smart,2
425,1,world traveler might go anywhere new arrive anyplace special 's certainly honest attempt get something,15
426,1,riveting performances incredibly flexible cast make love joy behold,9
427,0,direction occasionally rises level marginal competence film hard tell chasing,10
428,1,'enigma ' kind engaging historical drama hollywood appears given favor sentimental war movies vein 'we soldiers ',17
429,0,another in your face wallow lower depths made people never sung blues,12
430,0,film full rabbits brimful like rabbits seems lack substance,9
431,0,72 minute film exciting scenes 's tad slow,8
432,0,cloying voices from the other side story hell,8
433,0,may get full visceral impact ruthless army warpath sense devilish complexity balkans conflict,13
434,0,appalling 'ace ventura ' rip off somehow manages bring together kevin pollak former wrestler chyna dolly parton list 'credit ' resumes future 'll much funnier anything film,27
435,1,rawness vitality give considerable punch,5
436,1,much smarter attentive first sets,5
437,1,exceptionally acted quietly affecting cop drama,6
438,0,subtle mystifying novella broad farcical,5
439,0,reeks rot hack work start finish,6
440,1,spectacularly beautiful mention mysterious sensual emotionally intense replete virtuoso throat singing,11
441,0,cellophane pop remake punk classic ladies gentlemen fabulous stains crossroads never much worse bland better inconsequential,16
442,1,dramatic crisis n't always succeed quest taken seriously huppert 's volatile performance makes riveting movie experience,16
443,0,film shuns glamour glitz american movie might demand scherfig tosses us romantic scenario simplistic hollywood production,16
444,0,two bit potboiler,3
445,1,people dogtown z boys funny aggressive alive watch ca n't wait see next,13
446,1,'s strange film one hard warm,6
447,1,movie sticks much closer hornby 's drop dead confessional tone film version high fidelity,14
448,1,intriguing stylish,2
449,0,movie 's overbearing over the top family depicts,8
450,0,involving times lapses quite casually absurd,6
451,0,starts ballsy stylish fails keep settles clich s,8
452,1,minor film major pleasures portuguese master manoel de oliviera,9
453,0,plot romantic comedy boilerplate start finish,6
454,0,kept much plot jettisoned stuff would make moving experience people n't read book,13
455,0,cedar somewhat defuses provocative theme submerging hoary love triangle,9
456,0,'s better mid range steven seagal sharp jet li rollerblades,10
457,0,'s big idea film small shriveled,6
458,0,amidst action script carries arnold viewers forbidden zone sympathizing terrorist motivations presenting side story,14
459,1,reminiscent alfred hitchcock 's thrillers scary parts 'signs ' occur waiting things happen,13
460,0,dreary rip off goodfellas serves muddled offensive cautionary tale hispanic americans,11
461,1,ingenuity parker displays freshening play almost class wilde,8
462,0,dreary tale middle class angst,5
463,0,lillard cardellini earn scooby snacks anyone else,7
464,0,chokes depiction upper crust decorum,5
465,0,producer john penotti surveyed high school students came back astonishing revelation wanted see something n't talk ignoring made swimfan anyway,20
466,0,lack thesis makes maryam end play intellectual emotional impact after school special,12
467,1,unflinching look world 's dispossessed,5
468,1,load enjoyable conan esque claptrap punishing special effects soul assaults mummy pictures represent,13
469,0,kind movie need watch thirty seconds say 'ah yes bad bad bad movie ',14
470,0,seemingly disgusted lazy material finished product 's unshapely look director fisher stevens inexplicably dips key moments film waking life water colors,21
471,1,watch giggle get adrenaline boost without feeling like 've completely lowered entertainment standards,13
472,1,one outstanding thrillers recent years,5
473,1,mel gibson fights good fight vietnam director randall wallace 's flag waving war flick core decency,16
474,0,unnecessary clumsy last scene 'swimfan ' left bad feeling,9
475,0,appears modeled worst revenge of the nerds clich s filmmakers could dredge,12
476,1,story intelligent high school students deals first love sweetly also seriously also beautifully acted,14
477,0,script starts promisingly loses steam towards middle never really develops beyond attacking obvious target,14
478,1,modest pleasure accomplishes goals ease confidence,6
479,1,wonderfully loopy tale love longing voting,6
480,0,cast high time de broca little enthusiasm antique pulp,9
481,1,abderrahmane sissako 's heremakono waiting happiness elegiac portrait transit city west african coast struggling foreign influences,16
482,1,performances children untrained acting honesty dignity breaks heart,8
483,1,entertaining ultimately minor thriller,4
484,0,serving sara n't serve whole lot laughs,7
485,0,rock great presence one battle another one battle followed killer cgi effects,12
486,1,actresses find rhythm protect script 's bad ideas awkwardness,9
487,1,families interact may surprise,4
488,0,eternally devoted insanity black intermittently good time feel free go get popcorn whenever 's onscreen,15
489,1,may seem long 110 minutes 're fan includes segments 12 songs reunion concert,13
490,0,hokey manipulative bland wonder bread dipped milk also absolute last thing need hollywood us preaches,15
491,1,two words tell know deciding see anthony hopkins,8
492,0,paraphrase line another dickens ' novel nicholas nickleby much like fragment underdone potato,13
493,0,bolstered astonishing voice cast excepting love hewitt interesting racial tension storyline n't encountered since least pete 's dragon,18
494,1,emerges something rare issue movie 's honest keenly observed n't feel like one,13
495,0,gantzes ' interviews tend let guys hook,7
496,0,enormous comic potential oafish idiot impersonating aristocrat remains sadly unrealized,10
497,1,'ve never seen heard anything quite like film recommend originality alone,11
498,1,mostly believable refreshingly low key quietly inspirational little sports drama,10
499,0,equilibrium movie opposed manifesto really really stupid,7
500,0,darker elements misogyny unprovoked violence suffocate illumination created two daughters sparse instances humor meant shine gloomy film noir veil,19
501,0,rambling ensemble piece loosely connected characters plots never quite gel,10
502,1,like shrek spirit 's visual imagination reminds animation perfect medium children way allows mind enter accept another world,18
503,0,little done support premise fling gags see ones shtick,9
504,1,piquant meditation things prevent people reaching happiness,7
505,1,ironic speculation democracy culture unaccustomed,5
